Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Omp_simplified,Bla_carb,Bla_carb_simplified
EuSCAPE_RS076,ST101,ST101,CG43,-,1,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_RO056,ST101,ST101,CG43,-,1,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_RO023,ST101,ST101,CG43,-,1,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_RO117,ST101,ST101,CG43,-,1,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_RS079,ST101,ST101,CG43,-,1,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_RS118,ST101,ST101,CG43,-,1,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_RO029,ST101,ST101,CG43,-,2,Non-functional,Functional,Unknown,-,OmpK35-17%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_SC030,ST1,other,other,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-18%,OmpK35-trunc,-,mut
EuSCAPE_SK048,ST11,ST11,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-18%,OmpK35-trunc,-,mut
EuSCAPE_NO017,ST307,ST307,CG307,-,0.5,Non-functional,Functional,Sensitive,-,OmpK35-21%,OmpK35-trunc,-,mut
EuSCAPE_IT076,ST307,ST307,CG307,-,8,Non-functional,Non-functional,Sensitive,-,OmpK35-21%;OmpK36-25%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_GR160,ST231,other,other,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,-,mut
EuSCAPE_GR066,ST258,ST258,CG258,-,0.06,Non-functional,Functional,Resistant,MgrB-62%,OmpK35-25%,OmpK35-trunc,-,mut
EuSCAPE_IT334,ST512,ST512,CG258,-,0.12,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,-,mut
EuSCAPE_SC001,ST258,ST258,CG258,-,0.06,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_IT087,ST512,ST512,CG258,-,0.25,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_LT009,ST86,ST86,hv,-,1,Non-functional,Functional,Sensitive,-,OmpK35-28%;OmpK36TD,OmpK35-trunc;OmpK36TD,-,mut
EuSCAPE_UK044,ST3681,other,other,-,0.5,Non-functional,Functional,Sensitive,-,OmpK35-31%,OmpK35-trunc,-,mut
EuSCAPE_UK083,ST1496,other,other,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-4%,OmpK35-trunc,-,mut
EuSCAPE_AT004,ST11,ST11,CG258,-,0.12,Non-functional,Functional,Sensitive,-,OmpK35-40%,OmpK35-trunc,-,mut
EuSCAPE_CZ034,ST11,ST11,CG258,-,0.12,Non-functional,Functional,Sensitive,-,OmpK35-40%,OmpK35-trunc,-,mut
EuSCAPE_AT032,ST11,ST11,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-40%,OmpK35-trunc,-,mut
EuSCAPE_LT004,ST1626,other,other,-,0.12,Non-functional,Functional,Unknown,-,OmpK35-40%,OmpK35-trunc,-,mut
EuSCAPE_LT003,ST1626,other,other,-,2,Non-functional,Functional,Sensitive,-,OmpK35-40%,OmpK35-trunc,-,mut
EuSCAPE_BU024,ST16,ST16,CG17/20,-,16,Non-functional,Functional,Sensitive,MgrB-0%,OmpK35-40%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_PL049,ST16,ST16,CG17/20,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-41%,OmpK35-trunc,-,mut
EuSCAPE_HR029,ST15,ST15,CG14/15,-,4,Non-functional,Non-functional,Unknown,-,OmpK35-42%;OmpK36-0%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_BE062,ST45,ST45,CG45,-,0.12,Non-functional,Functional,Unknown,MgrB-6%,OmpK35-48%,OmpK35-trunc,-,mut
EuSCAPE_IL051,ST383,other,other,-,2,Non-functional,Non-functional,Resistant,-,OmpK35-48%;OmpK36-37%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_GR070,ST147,ST147,CG147,-,0.12,Non-functional,Functional,Sensitive,-,OmpK35-48%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_IT365,ST11,ST11,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-50%,OmpK35-trunc,-,mut
EuSCAPE_ES067,ST11,ST11,CG258,-,0.5,Non-functional,Functional,Sensitive,-,OmpK35-52%,OmpK35-trunc,-,mut
EuSCAPE_BE097,ST147,ST147,CG147,-,4,Non-functional,Non-functional,Unknown,-,OmpK35-58%;OmpK36-75%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_SK026,ST11,ST11,CG258,-,0.5,Non-functional,Functional,Resistant,-,OmpK35-59%,OmpK35-trunc,-,mut
EuSCAPE_SK003,ST11,ST11,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-59%,OmpK35-trunc,-,mut
EuSCAPE_SK025,ST11,ST11,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-59%,OmpK35-trunc,-,mut
EuSCAPE_CZ014,ST11,ST11,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-59%,OmpK35-trunc,-,mut
EuSCAPE_IT023,ST15,ST15,CG14/15,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-59%,OmpK35-trunc,-,mut
EuSCAPE_SK024,ST11,ST11,CG258,-,4,Non-functional,Non-functional,Sensitive,-,OmpK35-59%;OmpK36-0%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_FR079,ST3650,other,other,-,0.06,Non-functional,Non-functional,Sensitive,-,OmpK35-59%;OmpK36-34%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_SK046,ST11,ST11,CG258,-,8,Non-functional,Non-functional,Sensitive,-,OmpK35-59%;OmpK36-75%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_SK033,ST11,ST11,CG258,-,1,Non-functional,Non-functional,Sensitive,-,OmpK35-59%;OmpK36-9%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_RO045,ST15,ST15,CG14/15,-,1,Non-functional,Functional,Sensitive,-,OmpK35-59%;OmpK36GD,OmpK35-trunc;OmpK36GD,-,mut
EuSCAPE_GR078,ST14,ST14,CG14/15,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-64%,OmpK35-trunc,-,mut
EuSCAPE_ES273,ST15,ST15,CG14/15,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-64%,OmpK35-trunc,-,mut
EuSCAPE_ES119,ST15,ST15,CG14/15,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-64%,OmpK35-trunc,-,mut
EuSCAPE_SK007,ST15,ST15,CG14/15,-,2,Non-functional,Non-functional,Sensitive,-,OmpK35-64%;OmpK36-8%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_SK036,ST15,ST15,CG14/15,-,4,Non-functional,Non-functional,Sensitive,-,OmpK35-64%;OmpK36-8%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_SI018,ST3673,other,other,-,2,Non-functional,Functional,Sensitive,-,OmpK35-66%,OmpK35-trunc,-,mut
EuSCAPE_ES061,ST11,ST11,CG258,-,8,Non-functional,Functional,Sensitive,-,OmpK35-67%,OmpK35-trunc,-,mut
EuSCAPE_PL006,ST147,ST147,CG147,-,0.12,Non-functional,Functional,Unknown,-,OmpK35-7%,OmpK35-trunc,-,mut
EuSCAPE_BE108,ST1942,other,other,-,1,Non-functional,Functional,Unknown,-,OmpK35-7%,OmpK35-trunc,-,mut
EuSCAPE_PL056,ST147,ST147,CG147,-,2,Non-functional,Non-functional,Sensitive,-,OmpK35-7%;OmpK36-28%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_FR020,ST37,ST37,CG37,-,1,Non-functional,Non-functional,Sensitive,-,OmpK35-70%;OmpK36-85%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_SI005,ST3936,other,other,-,2,Non-functional,Non-functional,Sensitive,-,OmpK35-71%;OmpK36-58%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_EE008,ST395,ST395,CG258,-,0.12,Non-functional,Functional,Unknown,-,OmpK35-72%,OmpK35-trunc,-,mut
EuSCAPE_IL073,ST395,ST395,CG258,-,16,Non-functional,Functional,Sensitive,-,OmpK35-72%,OmpK35-trunc,-,mut
EuSCAPE_FR042,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-72%,OmpK35-trunc,-,mut
EuSCAPE_EE009,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-72%,OmpK35-trunc,-,mut
EuSCAPE_IT021,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-72%,OmpK35-trunc,-,mut
EuSCAPE_LU003,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-72%,OmpK35-trunc,-,mut
EuSCAPE_LU017,ST395,ST395,CG258,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-72%,OmpK35-trunc,-,mut
EuSCAPE_ME007,ST15,ST15,CG14/15,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-87%,OmpK35-trunc,-,mut
EuSCAPE_ME014,ST15,ST15,CG14/15,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-87%,OmpK35-trunc,-,mut
EuSCAPE_ME015,ST15,ST15,CG14/15,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-87%,OmpK35-trunc,-,mut
EuSCAPE_HR057,ST101,ST101,CG43,-,0.12,Non-functional,Functional,Unknown,-,OmpK35-88%,OmpK35-trunc,-,mut
EuSCAPE_BE025,ST15,ST15,CG14/15,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-88%,OmpK35-trunc,-,mut
EuSCAPE_IL049,ST45,ST45,CG45,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-88%,OmpK35-trunc,-,mut
EuSCAPE_RO048,ST16,ST16,CG17/20,-,4,Non-functional,Non-functional,Sensitive,-,OmpK35-88%;OmpK36-45%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_DE026,ST111,other,other,-,4,Non-functional,Non-functional,Unknown,-,OmpK35-88%;OmpK36-65%,OmpK35-trunc;OmpK36-trunc,-,mut
EuSCAPE_CZ021,ST525,other,other,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-90%,OmpK35-trunc,-,mut
EuSCAPE_SK012,ST11,ST11,CG258,-,0.12,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_SK006,ST11,ST11,CG258,-,2,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_SK034,ST11,ST11,CG258,-,4,Functional,Functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_SK031,ST11,ST11,CG258,-,4,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_HU027,ST11,ST11,CG258,-,0.06,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_PL032,ST11,ST11,CG258,-,0.5,Functional,Non-functional,Resistant,MgrB-53%,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_PL045,ST11,ST11,CG258,-,8,Functional,Non-functional,Resistant,MgrB-53%,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_DE055,ST25,ST25,CG25,-,4,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_FR030,ST307,ST307,CG307,-,8,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_CZ008,ST340,ST340,CG258,-,32,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_BE106,ST383,other,other,-,32,Non-functional,Non-functional,Unknown,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_FR057,ST392,ST392,CG147,-,2,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_IL057,ST394,other,other,-,4,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_UK029,ST461,other,other,-,2,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_UK007,ST73,other,other,-,0.12,Functional,Non-functional,Sensitive,-,OmpK36-0%,OmpK36-trunc,-,mut
EuSCAPE_DE035,ST1804,other,other,-,4,Non-functional,Non-functional,Sensitive,-,OmpK36-10%,OmpK36-trunc,-,mut
EuSCAPE_HU024,ST11,ST11,CG258,-,0.25,Functional,Non-functional,Sensitive,-,OmpK36-11%,OmpK36-trunc,-,mut
EuSCAPE_HR063,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-14%,OmpK36-trunc,-,mut
EuSCAPE_SK002,ST11,ST11,CG258,-,4,Functional,Non-functional,Sensitive,-,OmpK36-15%,OmpK36-trunc,-,mut
EuSCAPE_PL001,ST152,ST152,CG152,-,1,Functional,Non-functional,Sensitive,-,OmpK36-18%,OmpK36-trunc,-,mut
EuSCAPE_CZ005,ST405,ST405,ST405,-,2,Functional,Non-functional,Sensitive,-,OmpK36-18%,OmpK36-trunc,-,mut
EuSCAPE_DE020,ST15,ST15,CG14/15,-,1,Functional,Non-functional,Sensitive,-,OmpK36-19%,OmpK36-trunc,-,mut
EuSCAPE_PL024,ST152,ST152,CG152,-,4,Functional,Non-functional,Sensitive,-,OmpK36-19%,OmpK36-trunc,-,mut
EuSCAPE_HR074,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-19%,OmpK36-trunc,-,mut
EuSCAPE_HR087,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-19%,OmpK36-trunc,-,mut
EuSCAPE_HU040,ST363,other,other,-,0.25,Functional,Non-functional,Unknown,-,OmpK36-20%,OmpK36-trunc,-,mut
EuSCAPE_AT002,ST11,ST11,CG258,-,8,Functional,Non-functional,Sensitive,-,OmpK36-21%,OmpK36-trunc,-,mut
EuSCAPE_AT006,ST11,ST11,CG258,-,8,Functional,Non-functional,Sensitive,-,OmpK36-21%,OmpK36-trunc,-,mut
EuSCAPE_EE004,ST17,ST17,CG17/20,-,2,Functional,Non-functional,Sensitive,-,OmpK36-24%,OmpK36-trunc,-,mut
EuSCAPE_EE003,ST17,ST17,CG17/20,-,0.06,Functional,Non-functional,Unknown,-,OmpK36-24%,OmpK36-trunc,-,mut
EuSCAPE_UK019,ST25,ST25,CG25,-,0.12,Functional,Non-functional,Sensitive,-,OmpK36-25%,OmpK36-trunc,-,mut
EuSCAPE_HR075,ST437,ST437,CG258,-,8,Functional,Non-functional,Unknown,-,OmpK36-25%,OmpK36-trunc,-,mut
EuSCAPE_IL072,ST111,other,other,-,4,Functional,Non-functional,Sensitive,-,OmpK36-31%,OmpK36-trunc,-,mut
EuSCAPE_FR067,ST14,ST14,CG14/15,-,2,Functional,Non-functional,Sensitive,-,OmpK36-34%,OmpK36-trunc,-,mut
EuSCAPE_HR047,ST15,ST15,CG14/15,-,2,Functional,Non-functional,Unknown,-,OmpK36-34%,OmpK36-trunc,-,mut
EuSCAPE_IT380,ST323,ST323,ST323,-,4,Functional,Non-functional,Resistant,MgrB-0%,OmpK36-34%,OmpK36-trunc,-,mut
EuSCAPE_DE034,ST405,ST405,ST405,-,1,Functional,Non-functional,Sensitive,-,OmpK36-34%,OmpK36-trunc,-,mut
EuSCAPE_HR099,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-34%,OmpK36-trunc,-,mut
EuSCAPE_AT010,ST1243,other,other,-,2,Functional,Non-functional,Sensitive,-,OmpK36-39%,OmpK36-trunc,-,mut
EuSCAPE_AT025,ST392,ST392,CG147,-,4,Functional,Non-functional,Sensitive,-,OmpK36-4%,OmpK36-trunc,-,mut
EuSCAPE_HR059,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-4%,OmpK36-trunc,-,mut
EuSCAPE_HR061,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-4%,OmpK36-trunc,-,mut
EuSCAPE_ES066,ST405,ST405,ST405,-,4,Functional,Non-functional,Sensitive,-,OmpK36-44%,OmpK36-trunc,-,mut
EuSCAPE_HR020,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-44%,OmpK36-trunc,-,mut
EuSCAPE_PL018,ST280,other,other,-,8,Functional,Non-functional,Resistant,MgrB-0%,OmpK36-45%,OmpK36-trunc,-,mut
EuSCAPE_BE101,ST595,other,other,-,1,Functional,Non-functional,Unknown,-,OmpK36-47%,OmpK36-trunc,-,mut
EuSCAPE_GR033,ST307,ST307,CG307,-,0.5,Functional,Non-functional,Unknown,-,OmpK36-48%,OmpK36-trunc,-,mut
EuSCAPE_UK040,ST3393,other,other,-,0.25,Functional,Non-functional,Sensitive,-,OmpK36-49%,OmpK36-trunc,-,mut
EuSCAPE_ES103,ST392,ST392,CG147,-,2,Functional,Non-functional,Sensitive,-,OmpK36-49%,OmpK36-trunc,-,mut
EuSCAPE_SK044,ST11,ST11,CG258,-,0.5,Functional,Non-functional,Sensitive,-,OmpK36-50%,OmpK36-trunc,-,mut
EuSCAPE_SI020,ST307,ST307,CG307,-,1,Functional,Non-functional,Sensitive,-,OmpK36-56%,OmpK36-trunc,-,mut
EuSCAPE_RS107,ST340,ST340,CG258,-,0.5,Functional,Non-functional,Unknown,-,OmpK36-57%,OmpK36-trunc,-,mut
EuSCAPE_CZ002,ST323,ST323,ST323,-,2,Functional,Non-functional,Sensitive,-,OmpK36-6%,OmpK36-trunc,-,mut
EuSCAPE_LU001,ST45,ST45,CG45,-,4,Non-functional,Non-functional,Sensitive,-,OmpK36-6%,OmpK36-trunc,-,mut
EuSCAPE_LU002,ST45,ST45,CG45,-,4,Non-functional,Non-functional,Unknown,-,OmpK36-6%,OmpK36-trunc,-,mut
EuSCAPE_LU012,ST45,ST45,CG45,-,4,Non-functional,Non-functional,Unknown,-,OmpK36-6%,OmpK36-trunc,-,mut
EuSCAPE_CZ017,ST45,ST45,CG45,-,8,Functional,Non-functional,Sensitive,-,OmpK36-6%,OmpK36-trunc,-,mut
EuSCAPE_IE031,ST35,ST35,CG35,-,2,Functional,Non-functional,Sensitive,-,OmpK36-61%,OmpK36-trunc,-,mut
EuSCAPE_BE061,ST307,ST307,CG307,-,4,Functional,Non-functional,Unknown,-,OmpK36-62%,OmpK36-trunc,-,mut
EuSCAPE_CZ032,ST11,ST11,CG258,-,0.5,Functional,Non-functional,Sensitive,-,OmpK36-66%,OmpK36-trunc,-,mut
EuSCAPE_HR010,ST437,ST437,CG258,-,8,Functional,Non-functional,Unknown,-,OmpK36-66%,OmpK36-trunc,-,mut
EuSCAPE_HR017,ST437,ST437,CG258,-,8,Functional,Non-functional,Unknown,-,OmpK36-66%,OmpK36-trunc,-,mut
EuSCAPE_SK008,ST11,ST11,CG258,-,4,Functional,Non-functional,Sensitive,-,OmpK36-7%,OmpK36-trunc,-,mut
EuSCAPE_IL081,ST111,other,other,-,1,Functional,Non-functional,Sensitive,-,OmpK36-7%,OmpK36-trunc,-,mut
EuSCAPE_DE057,ST17,ST17,CG17/20,-,2,Functional,Non-functional,Sensitive,-,OmpK36-73%,OmpK36-trunc,-,mut
EuSCAPE_SK039,ST340,ST340,CG258,-,2,Functional,Non-functional,Sensitive,MgrB-0%,OmpK36-74%,OmpK36-trunc,-,mut
EuSCAPE_HR005,ST437,ST437,CG258,-,4,Functional,Non-functional,Unknown,-,OmpK36-75%,OmpK36-trunc,-,mut
EuSCAPE_HR016,ST437,ST437,CG258,-,8,Functional,Non-functional,Unknown,-,OmpK36-75%,OmpK36-trunc,-,mut
EuSCAPE_IT083,ST512,ST512,CG258,-,0.06,Functional,Non-functional,Unknown,-,OmpK36-75%,OmpK36-trunc,-,mut
EuSCAPE_PL025,ST11,ST11,CG258,-,2,Functional,Non-functional,Sensitive,-,OmpK36-78%,OmpK36-trunc,-,mut
EuSCAPE_SK018,ST11,ST11,CG258,-,2,Functional,Non-functional,Sensitive,-,OmpK36-78%,OmpK36-trunc,-,mut
EuSCAPE_CZ001,ST309,other,other,-,0.5,Functional,Non-functional,Sensitive,-,OmpK36-8%,OmpK36-trunc,-,mut
EuSCAPE_TR306,ST185,other,other,-,0.25,Functional,Non-functional,Unknown,-,OmpK36-81%,OmpK36-trunc,-,mut
EuSCAPE_UK055,ST29,ST29,CG29,-,0.5,Functional,Non-functional,Sensitive,-,OmpK36-84%,OmpK36-trunc,-,mut
EuSCAPE_HR084,ST437,ST437,CG258,-,1,Functional,Non-functional,Unknown,-,OmpK36-85%,OmpK36-trunc,-,mut
EuSCAPE_HR090,ST437,ST437,CG258,-,16,Functional,Non-functional,Unknown,MgrB-0%,OmpK36-85%,OmpK36-trunc,-,mut
EuSCAPE_HR083,ST437,ST437,CG258,-,0.12,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,-,mut
EuSCAPE_HR091,ST437,ST437,CG258,-,0.5,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,-,mut
EuSCAPE_HR007,ST437,ST437,CG258,-,0.5,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,-,mut
EuSCAPE_HR106,ST437,ST437,CG258,-,1,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,-,mut
EuSCAPE_HR008,ST437,ST437,CG258,-,2,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,-,mut
EuSCAPE_HR066,ST437,ST437,CG258,-,2,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,-,mut
EuSCAPE_HR022,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,-,mut
EuSCAPE_HR025,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,-,mut
EuSCAPE_HR082,ST437,ST437,CG258,-,0.06,Functional,Functional,Unknown,-,OmpK36GD,OmpK36GD,-,mut
EuSCAPE_ES100,ST11,ST11,CG258,KPC,2,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_ES085,ST11,ST11,CG258,KPC,4,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_ES073,ST11,ST11,CG258,KPC,8,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_UK070,ST13,ST13,other,KPC,8,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_RO039,ST147,ST147,CG147,KPC,8,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_RO005,ST147,ST147,CG147,KPC,8,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_RO076,ST147,ST147,CG147,KPC,16,Functional,Functional,Resistant,MgrB-0%,-,-,KPC-2,KPC wt
EuSCAPE_GR101,ST1486,other,other,KPC,8,Functional,Functional,Unknown,-,-,-,KPC-2,KPC wt
EuSCAPE_DE073,ST1848,other,other,KPC,32,Functional,Functional,Resistant,-,-,-,KPC-2,KPC wt
EuSCAPE_IT396,ST307,ST307,CG307,KPC,32,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_DE072,ST36,ST36,CG36,KPC,16,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_DE076,ST36,ST36,CG36,KPC,16,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_LU006,ST37,ST37,CG37,KPC,16,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_LU018,ST37,ST37,CG37,KPC,16,Functional,Functional,Unknown,-,-,-,KPC-2,KPC wt
EuSCAPE_GR153,ST420,other,other,KPC,8,Functional,Functional,Unknown,-,-,-,KPC-2,KPC wt
EuSCAPE_UK069,ST449,other,other,KPC,32,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_UK011,ST661,other,other,KPC,4,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_UK063,ST915,other,other,KPC,8,Functional,Functional,Sensitive,-,-,-,KPC-2,KPC wt
EuSCAPE_IT201,ST101,ST101,CG43,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36TD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_IT208,ST101,ST101,CG43,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36TD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_IT210,ST101,ST101,CG43,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36TD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_IT260,ST101,ST101,CG43,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36TD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_IT364,ST1685,other,other,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-17%;OmpK36TD,OmpK35-trunc;OmpK36GD,KPC-2,KPC mut
EuSCAPE_IT403,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_MK006,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_GR049,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_GR055,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_HR021,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_FR006,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Resistant,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_DE051,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_DE074,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_UK030,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
EuSCAPE_BE092,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Unknown,-,OmpK35-25%,OmpK35-trunc,KPC-2,KPC mut
