Strain,ST,ST_to_plot,CG_to_plot,carb_to_plot,Meropenem_MIC,ompK35_functionality,ompK36_functionality,Colistin_resistance,Col,Omp,Bla_carb
EuSCAPE_IT225,ST461,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_GR114,ST461,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT175,ST463,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT315,ST466,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES205,ST466,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT255,ST471,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT261,ST471,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IE043,ST48,other,other,-,0.12,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR014,ST48,other,other,-,2,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE088,ST48,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_ES200,ST48,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR281,ST48,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR058,ST485,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IE040,ST485,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE042,ST485,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR077,ST49,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR060,ST491,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IL025,ST496-1LV,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_SI006,ST5,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IE010,ST5,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_HR028,ST502,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_SC014,ST502,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR213,ST504,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_RO030,ST505,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT334,ST512,ST512,CG258,-,0.12,Non-functional,Functional,Unknown,-,OmpK35-25%,-
EuSCAPE_IT087,ST512,ST512,CG258,-,0.25,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,-
EuSCAPE_IT083,ST512,ST512,CG258,-,0.06,Functional,Non-functional,Unknown,-,OmpK36-75%,-
EuSCAPE_IT259,ST514,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_HU001,ST525,other,other,-,2,Non-functional,Non-functional,Sensitive,-,OmpK35-0%;OmpK36-0%,-
EuSCAPE_CZ021,ST525,other,other,-,0.06,Non-functional,Functional,Sensitive,-,OmpK35-90%,-
EuSCAPE_RO062,ST525,other,other,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-0%,-
EuSCAPE_HR089,ST525,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE082,ST542,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_ES208,ST542,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR215,ST551,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_LU007,ST584,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE101,ST595,other,other,-,1,Functional,Non-functional,Unknown,-,OmpK36-47%,-
EuSCAPE_AT013,ST6,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_DE021,ST6,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE027,ST6,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR009,ST6,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_ES267,ST6,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES135,ST605,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_GR064,ST610,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES120,ST617,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR036,ST622,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_DE004,ST628,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT018,ST628,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT200,ST628,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_HR052,ST629,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR110,ST636,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_BE029,ST641,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IE013,ST643,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_ES218,ST65,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES222,ST65,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IE037,ST65,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK032,ST661,other,other,-,2,Functional,Functional,Sensitive,-,-,-
EuSCAPE_AT001,ST661,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_FR018,ST661,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT117,ST661,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_ES141,ST661,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_UK101,ST678,other,other,-,0.06,Non-functional,Functional,Unknown,-,OmpK35-17%,-
EuSCAPE_BE085,ST70,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_BE090,ST70,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_PL014,ST704,other,other,-,2,Functional,Non-functional,Resistant,-,-,-
EuSCAPE_IT111,ST713,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT387,ST719,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK007,ST73,other,other,-,0.12,Functional,Non-functional,Sensitive,-,OmpK36-0%,-
EuSCAPE_TR011,ST750,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR080,ST76,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR142,ST774,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_FR029,ST791,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES275,ST792,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_RO097,ST8,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE083,ST831,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_LT009,ST86,ST86,hv,-,1,Non-functional,Functional,Sensitive,-,OmpK35-28%;OmpK36TD,-
EuSCAPE_IT291,ST86,ST86,hv,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_GR047,ST86,ST86,hv,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_RS109,ST86,ST86,hv,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_DE009,ST867,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_GR145,ST870,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_HR100,ST870,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_SC022,ST873,other,other,-,0.12,Functional,Functional,Sensitive,-,-,-
EuSCAPE_LT010,ST873,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK086,ST873,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT223,ST881,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT321,ST881,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_GR112,ST882,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK001,ST882,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR133,ST882,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR308,ST882,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR272,ST882,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT367,ST889,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_BU020,ST889,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT095,ST896,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_FR017,ST902,other,other,-,0.12,Functional,Functional,Sensitive,-,-,-
EuSCAPE_FR045,ST902,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_IT169,ST902,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_UK062,ST915,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ME019,ST920,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_UK106,ST922,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR195,ST940,other,other,-,0.12,Functional,Functional,Sensitive,-,-,-
EuSCAPE_ES214,ST942,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_UK123,ST968,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT133,ST985,other,other,-,0.06,Functional,Functional,Sensitive,-,-,-
EuSCAPE_TR151,ST985,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR285,ST985,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_TR270,ST985,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_EE015,ST995,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_RS110,ST999,other,other,-,0.06,Functional,Functional,Unknown,-,-,-
EuSCAPE_IT201,ST101,ST101,CG43,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36TD,KPC-2
EuSCAPE_IT208,ST101,ST101,CG43,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36TD,KPC-2
EuSCAPE_IT210,ST101,ST101,CG43,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36TD,KPC-2
EuSCAPE_IT260,ST101,ST101,CG43,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-17%;OmpK36TD,KPC-2
EuSCAPE_ES100,ST11,ST11,CG258,KPC,2,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_ES085,ST11,ST11,CG258,KPC,4,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_ES073,ST11,ST11,CG258,KPC,8,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_UK070,ST13,ST13,other,KPC,8,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_RO039,ST147,ST147,CG147,KPC,8,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_RO005,ST147,ST147,CG147,KPC,8,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_RO028,ST147,ST147,CG147,KPC,32,Functional,Functional,Sensitive,-,OmpK36GD,KPC-2
EuSCAPE_RO076,ST147,ST147,CG147,KPC,16,Functional,Functional,Resistant,MgrB-0%,-,KPC-2
EuSCAPE_DE024,ST147,ST147,CG147,KPC,32,Non-functional,Functional,Resistant,MgrB-6%,OmpK35-48%;OmpK36GD,KPC-2
EuSCAPE_LU008,ST147,ST147,CG147,KPC,16,Non-functional,Functional,Unknown,MgrB-62%,OmpK35-48%,KPC-2
EuSCAPE_GR147,ST147,ST147,CG147,KPC,8,Non-functional,Functional,Unknown,MgrB-87%,OmpK35-48%,KPC-2
EuSCAPE_GR101,ST1486,other,other,KPC,8,Functional,Functional,Unknown,-,-,KPC-2
EuSCAPE_IT107,ST15,ST15,CG14/15,KPC,0.06,Non-functional,Functional,Unknown,-,OmpK35-22%,KPC-2?
EuSCAPE_IT364,ST1685,other,other,KPC,32,Non-functional,Functional,Resistant,MgrB-0%,OmpK35-17%;OmpK36TD,KPC-2
EuSCAPE_DE073,ST1848,other,other,KPC,32,Functional,Functional,Resistant,-,-,KPC-2
EuSCAPE_ES057,ST1961,other,other,KPC,32,Non-functional,Non-functional,Sensitive,-,OmpK35-37%;OmpK36-11%,KPC-2
EuSCAPE_IT403,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_MK006,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_GR049,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Unknown,-,OmpK35-25%,KPC-2
EuSCAPE_GR055,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_HR021,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Unknown,-,OmpK35-25%,KPC-2
EuSCAPE_FR006,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Resistant,-,OmpK35-25%,KPC-2
EuSCAPE_DE051,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_DE074,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_UK030,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_BE092,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Unknown,-,OmpK35-25%,KPC-2
EuSCAPE_AT022,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_IT136,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_GR003,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Unknown,-,OmpK35-25%,KPC-2
EuSCAPE_GR149,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Unknown,-,OmpK35-25%,KPC-2
EuSCAPE_IE024,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_UK025,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_IT128,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_IT138,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_IT142,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_IT144,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_IT148,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-2
EuSCAPE_GR051,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR053,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_SK017,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_DE028,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR022,ST258,ST258,CG258,KPC,32,Non-functional,Non-functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36-79%,KPC-2
EuSCAPE_GR030,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR057,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR036,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR069,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR085,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR107,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR108,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR146,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR151,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR154,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR105,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR089,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR139,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR090,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR165,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_GR091,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_UK047,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2
EuSCAPE_DE016,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,MgrB-79%,OmpK35-25%,KPC-2
EuSCAPE_GR110,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2*
EuSCAPE_IT396,ST307,ST307,CG307,KPC,32,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_DE072,ST36,ST36,CG36,KPC,16,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_DE076,ST36,ST36,CG36,KPC,16,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_LU006,ST37,ST37,CG37,KPC,16,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_LU018,ST37,ST37,CG37,KPC,16,Functional,Functional,Unknown,-,-,KPC-2
EuSCAPE_LU019,ST37,ST37,CG37,KPC,32,Functional,Non-functional,Resistant,-,OmpK36-56%,KPC-2
EuSCAPE_GR153,ST420,other,other,KPC,8,Functional,Functional,Unknown,-,-,KPC-2
EuSCAPE_UK069,ST449,other,other,KPC,32,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_UK011,ST661,other,other,KPC,4,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_UK063,ST915,other,other,KPC,8,Functional,Functional,Sensitive,-,-,KPC-2
EuSCAPE_UK067,ST915,other,other,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-8%,KPC-2
EuSCAPE_ES089,ST11,ST11,CG258,KPC;OXA,0.12,Functional,Functional,Sensitive,-,-,KPC-2;OXA-48
EuSCAPE_GR032,ST258,ST258,CG258,KPC;OXA,32,Non-functional,Functional,Unknown,MgrB-60%,OmpK35-25%;OmpK36GD,KPC-2;OXA-48
EuSCAPE_GR124,ST340,ST340,CG258,KPC;VIM,32,Functional,Functional,Unknown,-,-,KPC-2;VIM-1
EuSCAPE_GR075,ST383,other,other,KPC;VIM,16,Functional,Functional,Unknown,-,-,KPC-2;VIM-1
EuSCAPE_BE067,ST101,ST101,CG43,KPC,2,Functional,Functional,Unknown,-,-,KPC-3
EuSCAPE_BE064,ST101,ST101,CG43,KPC,8,Functional,Functional,Unknown,-,-,KPC-3
EuSCAPE_BE079,ST101,ST101,CG43,KPC,8,Functional,Functional,Unknown,-,-,KPC-3
EuSCAPE_BE082,ST101,ST101,CG43,KPC,16,Functional,Functional,Unknown,-,-,KPC-3
EuSCAPE_BE083,ST101,ST101,CG43,KPC,16,Functional,Functional,Unknown,-,-,KPC-3
EuSCAPE_IT042,ST101,ST101,CG43,KPC,1,Non-functional,Functional,Resistant,MgrB-4%,OmpK35-17%,KPC-3
EuSCAPE_IT055,ST107,other,other,KPC,0.06,Functional,Functional,Sensitive,-,-,KPC-3?
EuSCAPE_IT127,ST11,ST11,CG258,KPC,0.12,Functional,Functional,Unknown,-,-,KPC-3
EuSCAPE_IT046,ST15,ST15,CG14/15,KPC,16,Functional,Functional,Sensitive,-,-,KPC-3
EuSCAPE_PL026,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Unknown,-,OmpK35-25%,KPC-3
EuSCAPE_IT007,ST258,ST258,CG258,KPC,4,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_IT292,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_ES289,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_ES291,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_UK014,ST258,ST258,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_PL039,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Resistant,-,OmpK35-25%,KPC-3
EuSCAPE_IT168,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Resistant,-,OmpK35-25%,KPC-3
EuSCAPE_IT290,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_ES293,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_GR158,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Unknown,-,OmpK35-25%,KPC-3
EuSCAPE_GR167,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Unknown,-,OmpK35-25%,KPC-3
EuSCAPE_UK048,ST258,ST258,CG258,KPC,16,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_IL044,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT162,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,KPC-3
EuSCAPE_IT166,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,KPC-3
EuSCAPE_IT347,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_GR166,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%,KPC-3
EuSCAPE_AT027,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT064,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,KPC-3
EuSCAPE_IT070,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36TD,KPC-3
EuSCAPE_IT244,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_IT248,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36TD,KPC-3
EuSCAPE_UK057,ST258,ST258,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL046,ST292,other,other,KPC,2,Functional,Functional,Sensitive,-,-,KPC-3
EuSCAPE_IT355,ST307,ST307,CG307,KPC,2,Functional,Functional,Sensitive,-,-,KPC-3
EuSCAPE_IT068,ST307,ST307,CG307,KPC,4,Functional,Functional,Sensitive,-,-,KPC-3
EuSCAPE_GR050,ST39,ST39,other,KPC,32,Functional,Functional,Sensitive,-,OmpK36GD,KPC-3
EuSCAPE_BE103,ST392,ST392,CG147,KPC,2,Functional,Functional,Unknown,-,-,KPC-3
EuSCAPE_IT056,ST512,ST512,CG258,KPC,4,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT092,ST512,ST512,CG258,KPC,8,Non-functional,Functional,Sensitive,-,OmpK35-25%,KPC-3
EuSCAPE_IT341,ST512,ST512,CG258,KPC,8,Functional,Functional,Sensitive,-,OmpK36GD,KPC-3
EuSCAPE_IL012,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL013,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT066,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL062,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL077,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IL083,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT005,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,KPC-3
EuSCAPE_IT234,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT180,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT382,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT266,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Resistant,-,OmpK35-25%,KPC-3
EuSCAPE_IT335,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_IT368,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Sensitive,-,OmpK35-25%;OmpK36GD,KPC-3
EuSCAPE_BE070,ST512,ST512,CG258,KPC,32,Non-functional,Functional,Unknown,-,OmpK35-25%;OmpK36GD,KPC-3
